20170628
0000e9b5.5953370d.01.01	0022aac2.00012311.59532dae.0001	2.8	EUR	1.7976931348623157E308	null	20170628-09:08:15	74.4	1.7976931348623157E308
0000e9b5.595344a6.01.01	0022aac2.00012311.59534c68.0002	2.8	EUR	1.7976931348623157E308	null	20170628-15:05:32	0.0	1.7976931348623157E308
0000e9b5.59533671.01.01	0022aac2.00012311.59532daa.0001	2.8	EUR	1.7976931348623157E308	null	20170628-09:02:38	0.0	1.7976931348623157E308
0000e9b5.595344d3.01.01	0022aac2.00012311.59534d33.0001	2.8	EUR	1.7976931348623157E308	null	20170628-15:08:26	74.4	1.7976931348623157E308
