2018-05-30 09:49:52.537 [CF] INFO  [JTS-Main] - ------------------------------- TWS RESTART --------------------------------
2018-05-30 09:49:52.543 [CF] INFO  [JTS-Main] - Jts dir is /home/eugene/Jts/
2018-05-30 09:49:52.551 [CF] INFO  [JTS-Main] - PROXY Installed custom selector
2018-05-30 09:49:52.560 [CF] INFO  [JTS-Main] - SSL support status for gdc1.ibllc.com:4000 is true
2018-05-30 09:49:52.564 [CF] INFO  [JTS-Main] - LOCALE: Property locale_to_use=null
2018-05-30 09:49:52.568 [CF] INFO  [JTS-Main] - LOCALE: JTS Locale=en_US  country=United States  variant=
2018-05-30 09:49:52.568 [CF] INFO  [JTS-Main] - Region: from ini us -> America
2018-05-30 09:49:52.568 [CF] INFO  [JTS-Main] - LOCALE: Property locale_to_use=null
2018-05-30 09:49:52.568 [CF] INFO  [JTS-Main] - LOCALE: JTS Locale=en_US  country=United States  variant=
2018-05-30 09:49:52.569 [CF] INFO  [JTS-Main] - Region:America
2018-05-30 09:49:52.569 [CF] INFO  [JTS-Main] - URL for locales.jar from argument: http://www.clientam.com/java/classes/broker/lynx
2018-05-30 09:49:52.572 [CF] INFO  [JTS-Main] - Starting to download 'http://www.clientam.com/java/classes/broker/lynx/locales.jar' using HotBackup 'http://www.clientam.com/java/classes/broker/lynx/locales.jar'
2018-05-30 09:49:52.871 [CF] INFO  [JTS-Main] - LOCALE: needToUpdate  dest=/home/eugene/Jts/lynx10/jars/locales.jar  sourceMod=2013-02-06 12:40:45  destMod=2013-02-06 12:40:45  sourceSize=61490  destSize=61490  conditions=[NEWER_REMOTE, LOCAL_IN_FUTURE, SIZE_DIFFERS]  download=false
2018-05-30 09:49:52.872 [CF] INFO  [JTS-Main] - LOCALE: /home/eugene/Jts/lynx10/jars/locales.jar already up-to-date
2018-05-30 09:49:52.920 [CF] INFO  [JTS-Main] - LOCALE: loaded 9 supported locales
2018-05-30 09:49:52.934 [CF] INFO  [JTS-Main] - LOCALE: loaded 8 countries
2018-05-30 09:49:52.939 [CF] INFO  [JTS-Main] - Locale from ini: en
2018-05-30 09:49:52.939 [CF] INFO  [JTS-Main] - LOCALE: created classloader java.net.URLClassLoader@222114ba with file:/home/eugene/Jts/lynx10/jars/locales.jar, parent: sun.misc.Launcher$AppClassLoader@70dea4e
2018-05-30 09:49:52.939 [CF] INFO  [JTS-Main] - LOCALE: Property locale_to_use=en
2018-05-30 09:49:52.939 [CF] INFO  [JTS-Main] - LOCALE: JTS Locale=en_US  country=United States  variant=
2018-05-30 09:49:52.939 [CF] INFO  [JTS-Main] - Locale=en_US  country=United States  variant=
2018-05-30 09:49:52.942 [CF] INFO  [JTS-Main] - prohibiting class lookup [twslaunch.ji18n.LauncherLanguage]
2018-05-30 09:49:52.943 [CF] INFO  [JTS-Main] - prohibiting class lookup [twslaunch.ji18n.LauncherLanguage_en]
2018-05-30 09:49:52.943 [CF] INFO  [JTS-Main] - prohibiting class lookup [twslaunch.ji18n.LauncherLanguage_en_US]
2018-05-30 09:49:52.944 [CF] INFO  [JTS-Main] - LOCALE: type: launcher intended: en_US actual:  size: 328
2018-05-30 09:49:52.961 [CF] INFO  [JTS-Main] - TWS installer version: 2.8
2018-05-30 09:49:52.961 [CF] INFO  [JTS-Main] - TWS installer type: standalone-white-label
2018-05-30 09:49:53.113 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.LocalizationBundle]
2018-05-30 09:49:53.161 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.LocalizationBundle_en]
2018-05-30 09:49:53.161 [CF] INFO  [JTS-Main] - prohibiting resource lookup [org/jfree/chart/LocalizationBundle_en.properties]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.LocalizationBundle_en_US]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting resource lookup [org/jfree/chart/LocalizationBundle_en_US.properties]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.plot.LocalizationBundle]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.plot.LocalizationBundle_en]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting resource lookup [org/jfree/chart/plot/LocalizationBundle_en.properties]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting class lookup [org.jfree.chart.plot.LocalizationBundle_en_US]
2018-05-30 09:49:53.162 [CF] INFO  [JTS-Main] - prohibiting resource lookup [org/jfree/chart/plot/LocalizationBundle_en_US.properties]
2018-05-30 09:49:53.443 [CF] INFO  [JTS-Main] - jfreechart version =1.0.8
2018-05-30 09:49:53.443 [CF] INFO  [JTS-Main] - jcommon version =1.0.12
2018-05-30 09:49:53.443 [CF] INFO  [JTS-Main] - JDOMFactory Class =interface org.jdom.JDOMFactory
2018-05-30 09:49:53.447 [CF] INFO  [JTS-Main] - hsqldb jdbc =class org.hsqldb.jdbcDriver 2.2
2018-05-30 09:49:53.740 [CF] INFO  [JTS-Main] - initPreUI() - entry
2018-05-30 09:49:53.747 [CF] INFO  [JTS-Main] - Build 964.1a, Mar 21, 2017 4:03:11 PM
2018-05-30 09:49:53.788 [CF] INFO  [JTS-Main] - LookAndFeelChangedListener installed
2018-05-30 09:49:53.796 [CF] INFO  [JTS-Main] - JtsLookAndFeel initialized
2018-05-30 09:49:53.876 [CF] INFO  [JTS-Main] - Current LAF: TWS LAF
2018-05-30 09:49:53.877 [CF] INFO  [JTS-Main] - initPreUI() - exit
2018-05-30 09:49:53.883 [CF] INFO  [JTS-Main] - Connect and request MiscUrls
2018-05-30 09:49:53.884 [CF] INFO  [JTS-MiscUlrsRequester-3] - Connecting gdc1.ibllc.com:4000 timeout=0
2018-05-30 09:49:54.072 [CF] INFO  [JTS-MiscUlrsRequester-3] - Connected to gdc1.ibllc.com:4000 on local port 0 socket local addrs:port /192.168.1.101:34544
2018-05-30 09:49:54.074 [CF] INFO  [JTS-MiscUlrsRequester-3] - Resolving mac address
2018-05-30 09:49:54.075 [CF] INFO  [JTS-MiscUlrsRequester-3] - MACNetworkInfo created <0186c0ec|D0:67:E5:F0:D9:45|192.168.1.101>
2018-05-30 09:49:54.078 [CF] INFO  [JTS-MISC URLsListenerS1-4] - Starting Listener thread
2018-05-30 09:49:54.091 [CF] INFO  [JTS-MiscUlrsRequester-3] - Sending MiscUrls request
2018-05-30 09:49:54.092 [CF] INFO  [JTS-AuthDispatcherS1-5] - Starting dispatcher
2018-05-30 09:49:54.093 [CF] INFO  [JTS-MiscUlrsRequester-3] - LOGIN_TIME_MONITOR	 false 09:49:54:093 since start = 0 thread delay = 0 global delay = 0 tag=null, cls=AuthDispatcher method=send
2018-05-30 09:49:54.094 [CF] INFO  [JTS-AuthResponseMonitor-6] - Starting auth response monitor thread
2018-05-30 09:49:54.094 [CF] INFO  [JTS-MISC URLsListenerS1-4] - Initial listener buffer size is 187200
2018-05-30 09:49:54.094 [CF] INFO  [JTS-MISC URLsListenerS1-4] - Capping listener buffer size at 65536
2018-05-30 09:49:54.181 [CF] INFO  [JTS-AuthDispatcherS1-5] - Received NS_MISC_URLS
2018-05-30 09:49:54.183 [CF] INFO  [JTS-AuthDispatcherS1-5] - Received URLs ='{alpine_help=https://www.interactivebrokers.com/en/general/alpineHelp.php, ib_system_status=http://status.interactivebrokers.net/cgi-bin/bb_status.pl, customer_service=https://www.interactivebrokers.com/en/p.php?f=customerService&ib_entity=llc, wbdemo=direct, java_upgrade_howto=https://www.interactivebrokers.com/en/software/downloadPlugin.php?ib_entity=llc, demo=email, ssl=1, pass_change_ib=https://gdcdyn.interactivebrokers.com/sso/Login?service=AM.LOGIN&MSG=PWD, paper_account_creation=https://gdcdyn.interactivebrokers.com/sso/Login, pass_reset=https://gdcdyn.interactivebrokers.com/Universal/servlet/AccountAccess.PasswordReset, bingo_help=https://www.interactivebrokers.com/en/general/bingoHelp.php, pass_reset_wb=https://www.clientam.com/Universal/servlet/AccountAccess.PasswordReset, gold_help=https://www.interactivebrokers.com/en/general/goldHelp.php, s3store=1}'
2018-05-30 09:49:54.185 [CF] INFO  [AWT-EventQueue-0] - OvernightManager.dayInit: new values: dayOfTheWeek: 4 (Wed), YYYYMMofToday: 201805, YYYYMMDDofToday: 20180530, m_todayDate: 20180530, dueToChangeInTimezone: false
2018-05-30 09:49:54.186 [CF] INFO  [JTS-AuthDispatcherS1-5] - Disconnecting gdc1.ibllc.com:4000 with status DISCONNECT_BY_DESIGN
2018-05-30 09:49:54.186 [CF] INFO  [JTS-AuthDispatcherS1-5] - Terminating dispatcher
2018-05-30 09:49:54.186 [CF] INFO  [JTS-MISC URLsListenerS1-4] - Socket for connection gdc1.ibllc.com:4000 was closed by another thread
2018-05-30 09:49:54.186 [CF] INFO  [JTS-MISC URLsListenerS1-4] - Terminating Listener thread
2018-05-30 09:49:54.186 [CF] INFO  [JTS-AuthResponseMonitor-6] - Terminating auth response monitor thread
2018-05-30 09:49:54.196 [CF] INFO  [AWT-EventQueue-0] - LauncherFontUpdater: simulatehighdefscreen=false
2018-05-30 09:49:54.197 [CF] INFO  [AWT-EventQueue-0] - LauncherFontUpdater: Screen dimensions=3840x2160
2018-05-30 09:49:54.197 [CF] INFO  [AWT-EventQueue-0] - LauncherFontUpdater: highres=true
2018-05-30 09:49:54.197 [CF] INFO  [AWT-EventQueue-0] - LauncherFontUpdater: FontSize=0
2018-05-30 09:49:54.657 [CF] INFO  [AWT-EventQueue-0] - twslaunch.autoupdate.serviceImpl: com.ib.tws.twslaunch.install4j.Install4jAutoUpdateService
2018-05-30 09:49:54.659 [CF] INFO  [AWT-EventQueue-0] - updateDownloadUrl: null
2018-05-30 09:49:54.659 [CF] INFO  [AWT-EventQueue-0] - skipUpdateCheck: null
2018-05-30 09:49:54.660 [CF] INFO  [AWT-EventQueue-0] - nightlyEnabled: true
2018-05-30 09:49:54.660 [CF] INFO  [AWT-EventQueue-0] - channelNameArg: null
2018-05-30 09:49:54.660 [CF] INFO  [AWT-EventQueue-0] - channelName: latest
